2014-01-30T21:16:16Z,1
2014-01-30T21:16:08Z,0
2014-01-30T16:44:18Z,4
2014-01-30T16:28:49Z,5
2014-01-30T16:21:39Z,5
2014-01-30T16:11:06Z,5
2014-01-30T15:49:24Z,5
2014-01-30T15:11:04Z,5
2014-01-30T13:58:18Z,5
2014-01-30T13:32:23Z,5
2014-01-30T12:07:54Z,5
2014-01-30T10:06:08Z,5
2014-01-29T19:31:39Z,5
2014-01-29T18:39:07Z,5
2014-01-29T17:27:09Z,5
2014-01-29T16:55:31Z,5
2014-01-29T15:51:32Z,5
2014-01-29T15:39:24Z,5
2014-01-29T14:50:17Z,5
2014-01-29T13:47:36Z,5
2014-01-29T12:48:04Z,5
2014-01-29T11:19:46Z,5
2014-01-28T14:48:56Z,5
2014-01-28T14:37:26Z,5
2014-01-28T13:24:42Z,5
2014-01-28T12:46:28Z,5
2014-01-28T12:35:45Z,5
2014-01-28T10:49:27Z,5
2014-01-28T10:29:30Z,5
2014-01-28T10:06:00Z,5
2014-01-28T09:56:40Z,5
2014-01-28T08:58:49Z,5
2014-01-27T16:09:22Z,5
2014-01-27T16:07:48Z,5
2014-01-27T15:42:59Z,5
2014-01-27T15:23:55Z,5
2014-01-27T14:53:48Z,5
2014-01-27T13:46:46Z,5
2014-01-27T12:03:03Z,5
2014-01-27T11:09:26Z,5
2014-01-27T10:44:23Z,5
2014-01-27T10:11:13Z,5
2014-01-24T16:36:02Z,5
2014-01-24T16:29:25Z,5
2014-01-24T16:04:10Z,5
2014-01-24T15:57:58Z,5
2014-01-24T14:49:50Z,5
2014-01-24T13:36:15Z,5
2014-01-24T13:13:02Z,5
2014-01-24T12:37:59Z,5
2014-01-24T11:38:53Z,5
2014-01-24T10:57:53Z,5
2014-01-23T16:46:11Z,5
2014-01-23T16:27:37Z,5
2014-01-23T15:09:17Z,5
2014-01-23T14:30:33Z,5
2014-01-23T13:55:04Z,5
2014-01-23T13:24:47Z,5
2014-01-23T11:53:47Z,5
2014-01-23T11:12:10Z,5
2014-01-23T10:29:19Z,5
2014-01-23T09:35:48Z,5
2014-01-22T17:54:04Z,5
2014-01-22T17:03:14Z,5
2014-01-22T16:19:26Z,5
2014-01-22T16:05:44Z,5
2014-01-22T15:18:06Z,5
2014-01-22T14:36:18Z,5
2014-01-22T13:13:13Z,4
2014-01-22T12:04:04Z,6
2014-01-22T11:27:38Z,5
2014-01-22T09:47:30Z,5
2014-01-21T17:01:26Z,5
2014-01-21T15:59:52Z,5
2014-01-21T15:40:41Z,5
2014-01-21T15:16:34Z,5
2014-01-21T15:12:58Z,5
2014-01-21T13:55:04Z,5
2014-01-21T13:39:10Z,5
2014-01-21T12:41:56Z,5
2014-01-21T11:13:57Z,5
2014-01-21T10:03:56Z,5
2014-01-20T16:28:29Z,5
2014-01-20T16:17:54Z,5
2014-01-20T15:57:09Z,5
2014-01-20T14:42:59Z,5
2014-01-20T14:17:12Z,5
2014-01-20T13:02:52Z,5
2014-01-20T12:34:37Z,5
2014-01-20T12:06:33Z,5
2014-01-20T11:29:34Z,5
2014-01-20T09:51:43Z,5
2014-01-17T16:25:02Z,5
2014-01-17T15:40:09Z,5
2014-01-17T14:39:04Z,5
2014-01-17T14:19:27Z,5
2014-01-17T12:59:41Z,5
2014-01-16T16:28:39Z,5
2014-01-16T15:21:19Z,5
2014-01-16T13:36:39Z,5
2014-01-16T13:00:14Z,5
2014-01-16T11:49:31Z,5
2014-01-15T18:42:08Z,5
2014-01-15T18:18:09Z,5
2014-01-15T17:32:55Z,5
2014-01-15T16:36:12Z,5
2014-01-15T16:09:42Z,5
2014-01-15T15:46:59Z,5
2014-01-15T15:26:08Z,5
2014-01-15T14:14:58Z,5
2014-01-15T13:12:02Z,5
2014-01-15T11:43:48Z,5
2014-01-14T17:31:16Z,5
2014-01-14T17:24:53Z,5
2014-01-14T17:13:36Z,5
2014-01-14T17:13:09Z,5
2014-01-14T16:39:21Z,5
2014-01-14T16:14:08Z,5
2014-01-14T15:55:57Z,5
2014-01-14T14:46:03Z,5
2014-01-14T13:52:25Z,5
2014-01-14T10:40:16Z,5
2014-01-13T17:29:59Z,5
2014-01-13T16:49:48Z,5
2014-01-13T16:40:40Z,5
2014-01-13T15:50:32Z,4
2014-01-13T15:29:49Z,6
2014-01-13T15:01:07Z,5
2014-01-13T13:55:33Z,5
