2014-05-30T15:07:31Z,6
2014-05-30T15:06:07Z,6
2014-05-30T15:04:46Z,6
2014-05-30T14:01:46Z,6
2014-05-30T14:00:23Z,6
2014-05-30T13:58:46Z,6
2014-05-30T12:58:54Z,6
2014-05-30T12:57:31Z,6
2014-05-30T12:55:44Z,6
2014-05-29T18:21:29Z,14
2014-05-29T18:21:19Z,0
2014-05-29T16:03:05Z,12
2014-05-29T15:22:01Z,12
2014-05-29T13:11:39Z,13
2014-05-29T11:43:18Z,12
2014-05-29T11:43:13Z,0
2014-05-29T11:43:10Z,0
2014-05-23T09:06:33Z,4
2014-05-23T09:05:26Z,5
2014-05-23T09:03:56Z,7
2014-05-23T09:02:35Z,6
2014-05-23T09:01:28Z,5
2014-05-23T09:00:13Z,4
2014-05-23T08:59:34Z,3
2014-05-23T08:59:02Z,2
2014-05-23T08:58:50Z,1
2014-05-22T18:16:42Z,4
2014-05-22T18:15:21Z,6
2014-05-22T18:14:02Z,6
2014-05-22T18:12:44Z,6
2014-05-22T18:11:32Z,6
2014-05-22T15:53:22Z,6
2014-05-22T15:53:00Z,0
2014-05-22T15:18:37Z,6
2014-05-22T14:02:06Z,6
2014-05-22T12:00:02Z,6
2014-05-22T11:25:33Z,2
2014-05-22T11:22:12Z,6
2014-05-22T11:03:17Z,6
2014-05-22T09:23:58Z,6
2014-05-22T08:43:14Z,6
2014-05-21T18:43:12Z,6
2014-05-21T15:49:29Z,6
2014-05-21T15:48:28Z,6
2014-05-21T15:47:06Z,6
2014-05-21T14:30:21Z,6
2014-05-21T13:03:52Z,6
2014-05-21T12:54:31Z,6
2014-05-21T08:48:55Z,6
2014-05-20T09:10:44Z,7
2014-05-20T09:08:28Z,6
2014-05-20T09:06:46Z,5
2014-05-20T09:05:38Z,4
2014-05-20T09:04:55Z,3
2014-05-20T09:04:20Z,2
2014-05-20T09:04:02Z,1
2014-05-19T17:59:45Z,11
2014-05-19T14:38:46Z,10
2014-05-19T12:17:33Z,10
2014-05-19T11:31:32Z,11
2014-05-19T09:58:54Z,11
2014-05-16T10:32:11Z,2
2014-05-16T10:23:03Z,1
2014-05-15T18:31:16Z,4
2014-05-15T18:29:57Z,5
2014-05-15T18:28:27Z,5
2014-05-15T18:27:13Z,5
2014-05-15T18:25:54Z,5
2014-05-15T18:24:41Z,5
2014-05-15T18:23:42Z,5
2014-05-15T18:23:35Z,0
2014-05-15T14:30:55Z,1
2014-05-15T13:31:44Z,8
2014-05-15T11:44:24Z,5
2014-05-15T10:12:24Z,5
2014-05-14T17:47:32Z,5
2014-05-14T15:58:01Z,5
2014-05-14T15:13:26Z,5
2014-05-14T14:59:56Z,5
2014-05-14T14:53:07Z,5
2014-05-14T13:00:45Z,5
2014-05-14T11:54:41Z,5
2014-05-14T11:32:49Z,5
2014-05-14T09:18:35Z,5
2014-05-13T18:27:04Z,11
2014-05-13T18:26:57Z,0
2014-05-13T16:15:07Z,11
2014-05-13T15:16:36Z,11
2014-05-13T13:46:37Z,9
2014-05-13T13:05:55Z,8
2014-05-13T12:03:52Z,7
2014-05-13T11:16:04Z,6
2014-05-13T10:43:21Z,5
2014-05-13T10:18:16Z,4
2014-05-13T10:01:06Z,3
2014-05-13T09:17:37Z,2
2014-05-13T09:12:57Z,1
2014-05-12T20:17:31Z,12
2014-05-12T20:17:21Z,0
2014-05-12T18:41:51Z,11
2014-05-12T15:55:28Z,10
2014-05-12T14:35:01Z,10
2014-05-12T13:48:40Z,10
2014-05-08T18:12:38Z,4
2014-05-08T18:12:31Z,5
2014-05-08T18:09:57Z,5
2014-05-08T18:08:57Z,5
2014-05-08T18:08:48Z,0
2014-05-08T16:04:29Z,5
2014-05-08T15:47:17Z,5
2014-05-08T15:43:06Z,5
2014-05-08T15:34:12Z,5
2014-05-08T15:21:49Z,5
2014-05-08T14:49:02Z,5
2014-05-08T14:22:39Z,5
2014-05-08T14:13:36Z,5
2014-05-08T13:57:44Z,5
2014-05-08T13:27:41Z,5
2014-05-08T13:13:31Z,5
2014-05-08T12:44:33Z,5
2014-05-08T12:15:54Z,5
2014-05-08T11:32:32Z,5
2014-05-08T11:20:13Z,5
2014-05-08T11:10:47Z,5
2014-05-08T10:41:08Z,5
2014-05-08T10:29:22Z,5
2014-05-08T10:05:23Z,5
2014-05-08T09:37:48Z,5
2014-05-07T15:43:57Z,5
2014-05-07T14:41:41Z,5
2014-05-07T13:58:20Z,5
2014-05-07T13:44:24Z,5
2014-05-07T13:29:14Z,5
2014-05-07T10:27:15Z,5
2014-05-07T09:27:50Z,5
2014-05-07T09:17:17Z,5
2014-05-07T08:39:15Z,5
2014-05-06T18:42:51Z,4
2014-05-06T18:40:45Z,5
2014-05-06T18:37:39Z,10
2014-05-06T18:28:39Z,9
2014-05-06T18:25:08Z,8
2014-05-06T18:24:57Z,0
2014-05-06T15:36:34Z,7
2014-05-06T15:18:42Z,6
2014-05-06T14:55:25Z,5
2014-05-06T12:46:30Z,4
2014-05-06T12:21:11Z,3
2014-05-06T11:58:01Z,2
2014-05-06T11:05:59Z,1
2014-05-05T17:38:38Z,10
2014-05-05T14:57:51Z,9
2014-05-05T13:58:22Z,9
2014-05-05T11:59:28Z,9
2014-05-05T10:03:33Z,1
2014-05-05T10:03:07Z,9
2014-05-05T10:02:39Z,0
2014-05-05T10:02:35Z,0
